catu,grav,sexe,trajet,Age,catr,circ,vosp,prof,plan,surf,infra,situ,vma,mois,lum,dep,agg,int,atm,col
Pieton,Blessé_leger,1,Autre,62,Route departementale,A sens unique,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,30,11,Plein_jour,94,En_agglomeration,Autre intersection,Temps couvert,Sans collision
Conducteur,Indemne,1,Promenade – loisirs,44,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,93,En_agglomeration,Hors intersection,Normale,Autre collision
Pieton,Blessé_hospitalisé,0,Domicile – travail,61,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Autres,Sur accotement,50,11,Plein_jour,93,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Autre,31,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,93,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,20,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Autre,57,Route departementale,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur piste cyclable,50,11,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Autre,17,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Aube,92,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,52,Route departementale,Avec voies d’affectation variable,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,10,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,50,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,90,11,Plein_jour,78,Hors_agglomeration,Hors intersection,Normale,Autre collision
Passager,Blessé_leger,1,Promenade – loisirs,5,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Carrefour aménagé,Sur accotement,90,11,Plein_jour,77,Hors_agglomeration,Intersection en T,Normale,Autre collision
Conducteur,Indemne,1,Autre,42,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,11,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,0,Autre,65,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,110,11,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Pieton,Blessé_leger,1,Autre,12,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,110,11,Nuit sans eclairage public,91,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Passager,Blessé_leger,0,Autre,30,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,130,11,Aube,78,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Promenade – loisirs,80,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,11,Nuit sans eclairage public,92,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,57,Autoroute,A chaussées séparées,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,90,11,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Passager,Indemne,1,Utilisation professionnelle,54,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,11,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Trois véhicules et plus collisions multiples
Passager,Indemne,1,Utilisation professionnelle,51,Autoroute,A sens unique,Sans objet,Pante,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,70,11,Aube,93,Hors_agglomeration,Hors intersection,Temps éblouissant,Trois véhicules et plus collisions multiples
Conducteur,Deceder,1,Autre,51,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,90,11,Nuit avec eclairage public allum,93,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,0,Promenade – loisirs,28,Route nationale,A chaussées séparées,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,110,11,Plein_jour,77,Hors_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,0,Promenade – loisirs,60,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,95,En_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,1,Domicile – travail,29,Route departementale,Bidirectionnelle,Sans objet,Pante,En Courbe à gauche,Mouillée,Aucun,Sur accotement,70,11,Plein_jour,77,Hors_agglomeration,Intersection en Y,Pluie légère,Autre collision
Pieton,Blessé_leger,0,Autre,74,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,70,11,Plein_jour,75,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,0,Domicile – travail,39,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Autre intersection,Normale,Autre collision
Conducteur,Blessé_leger,1,Domicile – travail,18,Voie comunales,Bidirectionnelle,Piste cyclable,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en Y,Pluie légère,Autre collision
Conducteur,Indemne,0,Promenade – loisirs,36,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Autre collision
Pieton,Blessé_leger,0,Promenade – loisirs,13,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Carrefour aménagé,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Sans collision
Conducteur,Blessé_leger,0,Promenade – loisirs,27,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,38,Voie comunales,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,0,Promenade – loisirs,80,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Plein_jour,92,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,20,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,80,11,Nuit sans eclairage public,95,Hors_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus collisions multiples
Conducteur,Indemne,0,Utilisation professionnelle,28,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,95,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,0,Promenade – loisirs,19,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,11,Nuit sans eclairage public,91,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Passager,Blessé_leger,0,Promenade – loisirs,21,Route nationale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,zonne pietonne,Sur chaussée,50,11,Plein_jour,91,Hors_agglomeration,Hors intersection,Normale,Autre collision
Passager,Blessé_leger,0,Promenade – loisirs,19,Autoroute,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur accotement,70,11,Plein_jour,77,Hors_agglomeration,Hors intersection,Temps couvert,Autre collision
Passager,Blessé_leger,0,Promenade – loisirs,21,Autoroute,A chaussées séparées,Sans objet,Plat,En Courbe à gauche,Mouillée,Souterrain tunnel,Sur chaussée,70,11,Plein_jour,94,Hors_agglomeration,Hors intersection,Normale,Deux véhicules frontale
Conducteur,Blessé_leger,1,Autre,92,Autoroute,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,70,11,Nuit sans eclairage public,91,Hors_agglomeration,Hors intersection,Pluie légère,Sans collision
Passager,Indemne,0,Autre,91,Autoroute,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,110,11,Plein_jour,91,Hors_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus collisions multiples
Conducteur,Indemne,0,Autre,65,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,130,11,Plein_jour,78,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Domicile – travail,42,Autoroute,A sens unique,Sans objet,Sommet de cote,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,130,11,Nuit sans eclairage public,78,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Domicile – travail,46,Autoroute,A chaussées séparées,Sans objet,Plat,En courbe à droite,Normale,Aucun,Sur chaussée,70,11,Aube,95,Hors_agglomeration,Hors intersection,Temps couvert,Autre collision
Conducteur,Blessé_leger,1,Domicile – travail,46,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,zonne pietonne,Sur chaussée,110,11,Nuit sans eclairage public,92,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,1,Utilisation professionnelle,76,Route departementale,A chaussées séparées,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur accotement,70,11,Nuit avec eclairage public allum,95,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Pieton,Blessé_leger,0,Autre,14,Autoroute,A chaussées séparées,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,50,11,Nuit sans eclairage public,93,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Indemne,0,Utilisation professionnelle,30,Autoroute,A sens unique,Sans objet,Pante,Partie Rectiligne,Normale,zonne pietonne,Sur chaussée,90,11,Nuit sans eclairage public,94,Hors_agglomeration,Autre intersection,Normale,Deux véhicules par l’arrière
Conducteur,Indemne,1,Utilisation professionnelle,67,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,2,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,64,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,91,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_leger,1,Promenade – loisirs,31,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit sans eclairage public,91,En_agglomeration,Hors intersection,Normale,Autre collision
Passager,Indemne,1,Promenade – loisirs,55,Route departementale,Avec voies d’affectation variable,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,78,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Passager,Indemne,1,Promenade – loisirs,60,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Autres,Sur chaussée,30,11,Plein_jour,78,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules frontale
Conducteur,Blessé_leger,1,Promenade – loisirs,48,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,80,11,Nuit sans eclairage public,77,Hors_agglomeration,Hors intersection,Pluie légère,Autre collision
Conducteur,Blessé_hospitalisé,1,Autre,38,Route departementale,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Mouillée,Carrefour aménagé,Sur chaussée,50,11,Nuit avec eclairage public allum,77,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,1,Utilisation professionnelle,49,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,77,En_agglomeration,Autre intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Promenade – loisirs,42,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Plein_jour,77,En_agglomeration,Hors intersection,Normale,Deux véhicules frontale
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,30,Route departementale,A chaussées séparées,Sans objet,Pante,Partie Rectiligne,Normale,Souterrain tunnel,Sur accotement,30,11,Plein_jour,77,En_agglomeration,Hors intersection,Normale,Autre collision
Passager,Blessé_leger,0,Promenade – loisirs,21,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Autre collision
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,26,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en Y,Temps couvert,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Promenade – loisirs,37,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,40,Voie comunales,Bidirectionnelle,Sans objet,Pante,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules frontale
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,29,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur trottoire,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Autre collision
Passager,Blessé_hospitalisé,1,Promenade – loisirs,11,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par l’arrière
Passager,Blessé_leger,0,Promenade – loisirs,4,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Deceder,1,Promenade – loisirs,18,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Pluie légère,Sans collision
Conducteur,Indemne,1,Autre,52,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur piste cyclable,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Passager,Blessé_hospitalisé,0,Autre,46,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Passager,Indemne,0,Autre,6,Voie comunales,A chaussées séparées,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,0,Utilisation professionnelle,27,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Normale,Autre collision
Conducteur,Indemne,1,Promenade – loisirs,67,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,0,Promenade – loisirs,36,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en Y,Pluie légère,Deux véhicules par l’arrière
Passager,Indemne,1,Promenade – loisirs,35,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Passager,Indemne,0,Promenade – loisirs,8,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Passager,Indemne,0,Promenade – loisirs,11,Voie comunales,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,0,Promenade – loisirs,20,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Plein_jour,94,En_agglomeration,Intersection en X,Pluie légère,Sans collision
Passager,Blessé_leger,0,Promenade – loisirs,37,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Passager,Indemne,1,Promenade – loisirs,6,Voie comunales,A sens unique,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Plein_jour,94,En_agglomeration,Hors intersection,Pluie légère,Autre collision
Passager,Indemne,0,Promenade – loisirs,4,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,93,En_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus en chaîne
Passager,Indemne,1,Promenade – loisirs,10,Route departementale,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Plein_jour,93,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Conducteur,Deceder,1,Promenade – loisirs,68,Route departementale,Bidirectionnelle,Sans objet,Pante,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,11,Plein_jour,92,En_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Passager,Blessé_hospitalisé,0,Promenade – loisirs,63,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur piste cyclable,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en T,Temps couvert,Deux véhicules frontale
Conducteur,Indemne,1,Utilisation professionnelle,24,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Autres,Sur chaussée,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par le coté
Conducteur,Blessé_hospitalisé,1,Utilisation professionnelle,46,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur accotement,15,11,Plein_jour,92,En_agglomeration,Autre intersection,Temps couvert,Autre collision
Conducteur,Blessé_leger,0,Domicile – travail,26,Route departementale,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Plein_jour,92,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,55,Route departementale,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en X,Pluie légère,Autre collision
Passager,Blessé_leger,1,Promenade – loisirs,57,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,zonne pietonne,Sur chaussée,50,11,Nuit avec eclairage public allum,92,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Conducteur,Indemne,0,Autre,38,Autoroute,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,110,11,Plein_jour,94,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Pieton,Blessé_leger,1,Autre,43,Autoroute,A chaussées séparées,Sans objet,Pante,Partie Rectiligne,Mouillée,Souterrain tunnel,Sur chaussée,90,11,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Autre,20,Route nationale,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,11,Nuit sans eclairage public,91,Hors_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus en chaîne
Conducteur,Indemne,1,Utilisation professionnelle,54,Route nationale,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Souterrain tunnel,Sur chaussée,90,11,Nuit sans eclairage public,78,Hors_agglomeration,Hors intersection,Pluie légère,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,1,Domicile – travail,76,Autoroute,A chaussées séparées,Sans objet,Plat,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,90,11,Plein_jour,95,Hors_agglomeration,Hors intersection,Pluie légère,Sans collision
Conducteur,Blessé_hospitalisé,1,Autre,39,Autoroute,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Souterrain tunnel,Sur chaussée,90,11,Plein_jour,93,Hors_agglomeration,Hors intersection,Normale,Deux véhicules par l’arrière
Conducteur,Blessé_leger,1,Promenade – loisirs,56,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,11,Nuit sans eclairage public,94,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Blessé_hospitalisé,1,Promenade – loisirs,35,Autoroute,A chaussées séparées,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,90,11,Nuit sans eclairage public,77,Hors_agglomeration,Hors intersection,Pluie légère,Deux véhicules par l’arrière
Conducteur,Indemne,1,Promenade – loisirs,34,Route departementale,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,1,Plein_jour,94,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Passager,Blessé_leger,0,Promenade – loisirs,33,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,50,1,Plein_jour,94,En_agglomeration,Intersection en X,Temps couvert,Deux véhicules par le coté
Passager,Blessé_leger,0,Promenade – loisirs,17,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur trottoire,50,1,Aube,94,En_agglomeration,Hors intersection,Normale,Autre collision
Passager,Indemne,1,Promenade – loisirs,5,Voie comunales,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,50,1,Nuit avec eclairage public allum,94,En_agglomeration,Hors intersection,Normale,Sans collision
Conducteur,Indemne,1,Promenade – loisirs,62,Route departementale,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Carrefour aménagé,Sur chaussée,50,1,Aube,94,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules frontale
Conducteur,Blessé_leger,1,Domicile – travail,41,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,11,Nuit avec eclairage public allum,75,En_agglomeration,Hors intersection,Normale,Deux véhicules par le coté
Conducteur,Indemne,1,Autre,52,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,70,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en Y,Normale,Deux véhicules par le coté
Conducteur,Blessé_leger,0,Utilisation professionnelle,23,Voie comunales,A sens unique,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur piste cyclable,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Autre collision
Passager,Indemne,0,Utilisation professionnelle,28,Voie comunales,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Autre intersection,Pluie légère,Deux véhicules par le coté
Passager,Indemne,1,Utilisation professionnelle,28,Voie comunales,A sens unique,Sans objet,Plat,En courbe à droite,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Pluie légère,Deux véhicules par le coté
Passager,Indemne,1,Utilisation professionnelle,33,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en T,Pluie légère,Autre collision
Passager,Indemne,1,Utilisation professionnelle,39,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Nuit avec eclairage public allum,75,En_agglomeration,Intersection en Y,Pluie légère,Autre collision
Conducteur,Blessé_leger,1,Domicile – travail,29,Voie comunales,A sens unique,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Autre intersection,Pluie légère,Sans collision
Passager,Blessé_leger,1,Domicile – travail,31,Voie comunales,Bidirectionnelle,Sans objet,Plat,Partie Rectiligne,Mouillée,Aucun,Sur chaussée,30,11,Aube,75,En_agglomeration,Intersection en T,Pluie légère,Autre collision
Conducteur,Indemne,0,Autre,39,Voie comunales,A sens unique,Sans objet,Plat,En Courbe à gauche,Mouillée,Carrefour aménagé,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Temps couvert,Autre collision
Pieton,Blessé_leger,0,Promenade – loisirs,72,Voie comunales,Bidirectionnelle,Sans objet,Plat,En Courbe à gauche,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en Y,Normale,Trois véhicules et plus en chaîne
Conducteur,Blessé_leger,1,Domicile – travail,56,Voie comunales,Bidirectionnelle,Piste cyclable,Plat,Partie Rectiligne,Normale,Aucun,Sur chaussée,30,11,Plein_jour,75,En_agglomeration,Intersection en X,Normale,Deux véhicules par le coté
